LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
TX: SAN ANTONIO,02/25/2008 22:54:00,,1856.00,827.00,228.00,139.00,75.00,96.00,65.00,34.00,APPROVED
TX: SAN ANTONIO,02/25/2008 23:54:00,,1858.00,816.00,228.00,137.00,75.00,94.00,65.00,33.00,APPROVED
TX: SAN ANTONIO,02/26/2008 00:54:00,,1865.00,818.00,231.00,137.00,76.00,93.00,63.00,34.00,APPROVED
TX: SAN ANTONIO,02/26/2008 01:54:00,,1905.00,829.00,230.00,137.00,75.00,94.00,64.00,34.00,APPROVED
TX: SAN ANTONIO,02/26/2008 02:55:00,,1945.00,860.00,235.00,137.00,76.00,94.00,66.00,33.00,APPROVED
TX: SAN ANTONIO,02/26/2008 03:55:00,,1972.00,882.00,242.00,146.00,79.00,98.00,68.00,35.00,APPROVED
TX: SAN ANTONIO,02/26/2008 04:55:00,,1906.00,851.00,236.00,143.00,77.00,95.00,68.00,37.00,APPROVED
TX: SAN ANTONIO,02/26/2008 05:55:00,,1924.00,845.00,238.00,140.00,75.00,93.00,66.00,35.00,APPROVED
TX: SAN ANTONIO,02/26/2008 06:55:00,,1968.00,870.00,242.00,142.00,79.00,94.00,67.00,35.00,APPROVED
TX: SAN ANTONIO,02/26/2008 07:56:00,,2090.00,938.00,263.00,155.00,84.00,105.00,71.00,34.00,APPROVED
TX: SAN ANTONIO,02/26/2008 08:56:00,,2160.00,981.00,282.00,160.00,90.00,110.00,74.00,35.00,APPROVED
TX: SAN ANTONIO,02/26/2008 09:56:00,,2157.00,991.00,281.00,160.00,87.00,112.00,75.00,35.00,APPROVED
TX: SAN ANTONIO,02/26/2008 10:56:00,,2134.00,964.00,280.00,156.00,89.00,112.00,73.00,34.00,APPROVED
TX: SAN ANTONIO,02/26/2008 11:56:00,,2116.00,943.00,281.00,150.00,88.00,109.00,72.00,34.00,APPROVED
TX: SAN ANTONIO,02/26/2008 12:57:00,,2089.00,937.00,279.00,144.00,86.00,107.00,71.00,34.00,APPROVED
TX: SAN ANTONIO,02/26/2008 13:57:00,,2069.00,926.00,276.00,144.00,86.00,108.00,69.00,34.00,APPROVED
TX: SAN ANTONIO,02/26/2008 14:57:00,,2031.00,900.00,265.00,135.00,83.00,105.00,66.00,34.00,APPROVED
TX: SAN ANTONIO,02/26/2008 15:57:00,,2029.00,902.00,266.00,137.00,80.00,102.00,67.00,33.00,APPROVED
TX: SAN ANTONIO,02/26/2008 16:57:00,,2065.00,923.00,268.00,146.00,84.00,108.00,71.00,34.00,APPROVED
TX: SAN ANTONIO,02/26/2008 17:58:00,,2068.00,943.00,273.00,151.00,84.00,110.00,71.00,34.00,APPROVED
TX: SAN ANTONIO,02/26/2008 18:58:00,,2092.00,970.00,281.00,160.00,86.00,111.00,74.00,35.00,APPROVED
TX: SAN ANTONIO,02/26/2008 19:58:00,,2090.00,970.00,272.00,163.00,86.00,112.00,70.00,34.00,APPROVED
TX: SAN ANTONIO,02/26/2008 20:58:00,,2054.00,946.00,272.00,160.00,85.00,110.00,70.00,34.00,APPROVED
TX: SAN ANTONIO,02/26/2008 21:58:00,,2044.00,943.00,268.00,163.00,85.00,106.00,73.00,35.00,APPROVED
TX: SAN ANTONIO,02/26/2008 22:59:00,,2044.00,938.00,271.00,159.00,84.00,108.00,71.00,35.00,APPROVED
TX: SAN ANTONIO,02/26/2008 23:59:00,,2027.00,916.00,263.00,153.00,83.00,108.00,73.00,34.00,APPROVED
TX: SAN ANTONIO,02/27/2008 00:59:00,,2004.00,902.00,260.00,149.00,79.00,106.00,69.00,33.00,APPROVED
TX: SAN ANTONIO,02/27/2008 01:59:00,,1965.00,861.00,255.00,138.00,78.00,100.00,69.00,33.00,APPROVED
TX: SAN ANTONIO,02/27/2008 02:59:00,,1918.00,831.00,241.00,134.00,75.00,95.00,63.00,33.00,APPROVED
TX: SAN ANTONIO,02/27/2008 04:00:00,,1902.00,814.00,240.00,123.00,74.00,93.00,62.00,31.00,APPROVED
TX: SAN ANTONIO,02/27/2008 05:00:00,,1879.00,798.00,236.00,122.00,74.00,95.00,61.00,31.00,APPROVED
TX: SAN ANTONIO,02/27/2008 16:02:00,,2020.00,933.00,286.00,144.00,83.00,114.00,66.00,35.00,APPROVED
TX: SAN ANTONIO,02/27/2008 17:02:00,,1961.00,858.00,262.00,129.00,78.00,102.00,64.00,35.00,APPROVED
TX: SAN ANTONIO,02/27/2008 18:02:00,,1933.00,840.00,248.00,129.00,76.00,96.00,62.00,33.00,APPROVED
TX: SAN ANTONIO,02/27/2008 19:03:00,,1946.00,848.00,247.00,131.00,74.00,96.00,65.00,34.00,APPROVED
TX: SAN ANTONIO,02/27/2008 20:03:00,,1932.00,837.00,243.00,130.00,75.00,92.00,65.00,32.00,APPROVED
TX: SAN ANTONIO,02/27/2008 21:03:00,,1935.00,839.00,245.00,131.00,78.00,93.00,66.00,34.00,APPROVED
TX: SAN ANTONIO,02/27/2008 22:03:00,,1918.00,832.00,241.00,131.00,75.00,93.00,64.00,33.00,APPROVED
TX: SAN ANTONIO,02/27/2008 23:04:00,,1933.00,838.00,238.00,130.00,74.00,92.00,65.00,34.00,APPROVED
TX: SAN ANTONIO,02/28/2008 00:04:00,,1937.00,844.00,245.00,134.00,77.00,92.00,66.00,34.00,APPROVED
TX: SAN ANTONIO,02/28/2008 01:04:00,,1947.00,842.00,246.00,130.00,74.00,93.00,65.00,33.00,APPROVED
TX: SAN ANTONIO,02/28/2008 02:04:00,,1949.00,843.00,245.00,128.00,75.00,95.00,65.00,33.00,APPROVED
TX: SAN ANTONIO,02/28/2008 03:04:00,,1939.00,839.00,246.00,129.00,74.00,95.00,64.00,33.00,APPROVED
TX: SAN ANTONIO,02/28/2008 04:05:00,,1941.00,843.00,248.00,128.00,74.00,97.00,61.00,32.00,APPROVED
TX: SAN ANTONIO,02/28/2008 05:05:00,,1930.00,842.00,253.00,129.00,74.00,96.00,62.00,33.00,APPROVED
TX: SAN ANTONIO,02/28/2008 15:07:00,,1904.00,816.00,248.00,119.00,75.00,96.00,59.00,34.00,APPROVED
TX: SAN ANTONIO,02/28/2008 16:07:00,,1914.00,808.00,245.00,122.00,74.00,92.00,60.00,32.00,APPROVED
TX: SAN ANTONIO,02/28/2008 17:07:00,,1882.00,803.00,235.00,121.00,71.00,89.00,61.00,33.00,APPROVED
TX: SAN ANTONIO,02/28/2008 18:07:00,,1859.00,792.00,229.00,120.00,73.00,88.00,61.00,32.00,APPROVED
TX: SAN ANTONIO,02/28/2008 19:07:00,,1862.00,789.00,229.00,122.00,71.00,85.00,61.00,33.00,APPROVED
TX: SAN ANTONIO,02/28/2008 19:36:00,,1853.00,790.00,223.00,125.00,71.00,88.00,62.00,33.00,APPROVED
TX: SAN ANTONIO,02/28/2008 20:53:00,,1821.00,743.00,212.00,112.00,68.00,81.00,59.00,30.00,APPROVED
TX: SAN ANTONIO,02/28/2008 21:53:00,,1831.00,765.00,217.00,121.00,71.00,85.00,62.00,31.00,APPROVED
TX: SAN ANTONIO,02/28/2008 22:54:00,,1837.00,767.00,218.00,123.00,68.00,86.00,61.00,31.00,APPROVED
TX: SAN ANTONIO,02/28/2008 23:54:00,,1846.00,772.00,220.00,119.00,70.00,87.00,60.00,30.00,APPROVED
TX: SAN ANTONIO,02/29/2008 00:54:00,,1820.00,768.00,216.00,122.00,69.00,88.00,60.00,31.00,APPROVED
TX: SAN ANTONIO,02/29/2008 01:54:00,,1807.00,740.00,212.00,116.00,69.00,81.00,58.00,30.00,APPROVED
TX: SAN ANTONIO,02/29/2008 02:54:00,,1806.00,737.00,211.00,113.00,66.00,81.00,59.00,32.00,APPROVED
TX: SAN ANTONIO,02/29/2008 03:55:00,,1792.00,736.00,212.00,112.00,67.00,82.00,57.00,31.00,APPROVED
TX: SAN ANTONIO,02/29/2008 04:55:00,,1811.00,727.00,216.00,112.00,69.00,82.00,58.00,31.00,APPROVED
TX: SAN ANTONIO,02/29/2008 05:55:00,,1810.00,732.00,216.00,110.00,66.00,82.00,58.00,31.00,APPROVED
TX: SAN ANTONIO,02/29/2008 06:55:00,,1811.00,741.00,215.00,110.00,68.00,82.00,58.00,30.00,APPROVED
TX: SAN ANTONIO,02/29/2008 07:55:00,,1828.00,753.00,220.00,114.00,67.00,84.00,57.00,32.00,APPROVED
TX: SAN ANTONIO,02/29/2008 08:56:00,,1842.00,765.00,223.00,115.00,69.00,87.00,58.00,30.00,APPROVED
TX: SAN ANTONIO,02/29/2008 09:56:00,,1849.00,775.00,226.00,115.00,71.00,86.00,60.00,31.00,APPROVED
TX: SAN ANTONIO,02/29/2008 10:56:00,,1883.00,792.00,230.00,122.00,73.00,88.00,60.00,32.00,APPROVED
TX: SAN ANTONIO,02/29/2008 11:56:00,,1909.00,810.00,236.00,127.00,72.00,91.00,62.00,31.00,APPROVED
TX: SAN ANTONIO,02/29/2008 12:56:00,,1920.00,837.00,240.00,129.00,73.00,95.00,63.00,33.00,APPROVED
TX: SAN ANTONIO,02/29/2008 13:57:00,,1908.00,820.00,241.00,128.00,75.00,95.00,66.00,33.00,APPROVED
TX: SAN ANTONIO,02/29/2008 14:57:00,,1885.00,804.00,235.00,127.00,72.00,93.00,63.00,32.00,APPROVED
TX: SAN ANTONIO,02/29/2008 15:57:00,,1888.00,807.00,236.00,128.00,73.00,91.00,64.00,33.00,APPROVED
TX: SAN ANTONIO,02/29/2008 16:57:00,,1869.00,795.00,233.00,126.00,71.00,90.00,61.00,33.00,APPROVED
TX: SAN ANTONIO,02/29/2008 17:57:00,,1849.00,786.00,227.00,123.00,70.00,89.00,63.00,32.00,APPROVED
TX: SAN ANTONIO,02/29/2008 18:58:00,,1835.00,779.00,224.00,119.00,71.00,87.00,61.00,32.00,APPROVED
TX: SAN ANTONIO,02/29/2008 19:58:00,,1811.00,777.00,223.00,122.00,70.00,83.00,62.00,33.00,APPROVED
TX: SAN ANTONIO,02/29/2008 20:58:00,,1800.00,774.00,227.00,122.00,71.00,83.00,62.00,32.00,APPROVED
TX: SAN ANTONIO,02/29/2008 21:58:00,,1784.00,773.00,223.00,124.00,69.00,86.00,60.00,34.00,APPROVED
TX: SAN ANTONIO,02/29/2008 22:58:00,,1791.00,768.00,220.00,121.00,70.00,87.00,62.00,33.00,APPROVED
TX: SAN ANTONIO,02/29/2008 23:59:00,,1792.00,767.00,220.00,119.00,71.00,84.00,62.00,34.00,APPROVED
TX: SAN ANTONIO,03/01/2008 00:59:00,,1797.00,761.00,216.00,117.00,68.00,83.00,61.00,32.00,APPROVED
TX: SAN ANTONIO,03/01/2008 01:59:00,,1812.00,758.00,219.00,116.00,68.00,82.00,60.00,32.00,APPROVED
TX: SAN ANTONIO,03/01/2008 02:59:00,,1814.00,757.00,215.00,116.00,70.00,83.00,60.00,32.00,APPROVED
TX: SAN ANTONIO,03/01/2008 03:59:00,,1827.00,762.00,220.00,114.00,66.00,83.00,59.00,32.00,APPROVED
TX: SAN ANTONIO,03/01/2008 05:00:00,,1833.00,761.00,224.00,116.00,70.00,83.00,60.00,32.00,APPROVED
TX: SAN ANTONIO,03/01/2008 06:00:00,,1849.00,774.00,226.00,120.00,69.00,85.00,61.00,33.00,APPROVED
TX: SAN ANTONIO,03/01/2008 07:00:00,,1875.00,793.00,227.00,120.00,71.00,88.00,62.00,33.00,APPROVED
TX: SAN ANTONIO,03/01/2008 08:00:00,,1891.00,807.00,234.00,125.00,72.00,88.00,62.00,32.00,APPROVED
TX: SAN ANTONIO,03/01/2008 09:00:00,,1883.00,797.00,229.00,123.00,73.00,88.00,64.00,32.00,APPROVED
TX: SAN ANTONIO,03/01/2008 10:00:00,,1870.00,799.00,236.00,121.00,70.00,86.00,61.00,32.00,APPROVED
TX: SAN ANTONIO,03/01/2008 11:01:00,,1895.00,818.00,239.00,127.00,72.00,90.00,64.00,34.00,APPROVED
TX: SAN ANTONIO,03/01/2008 12:01:00,,1917.00,837.00,245.00,131.00,75.00,94.00,64.00,32.00,APPROVED
TX: SAN ANTONIO,03/01/2008 13:01:00,,1932.00,861.00,248.00,135.00,78.00,97.00,69.00,34.00,APPROVED
TX: SAN ANTONIO,03/01/2008 14:01:00,,1949.00,884.00,258.00,143.00,80.00,104.00,69.00,34.00,APPROVED
TX: SAN ANTONIO,03/01/2008 15:01:00,,1951.00,884.00,259.00,146.00,78.00,103.00,68.00,35.00,APPROVED
TX: SAN ANTONIO,03/01/2008 16:02:00,,1898.00,842.00,247.00,135.00,74.00,96.00,66.00,33.00,APPROVED
TX: SAN ANTONIO,03/01/2008 18:02:00,,1845.00,792.00,230.00,123.00,72.00,87.00,61.00,34.00,APPROVED
TX: SAN ANTONIO,03/01/2008 19:02:00,,1826.00,779.00,226.00,121.00,72.00,86.00,62.00,32.00,APPROVED
TX: SAN ANTONIO,03/01/2008 20:02:00,,1820.00,768.00,226.00,120.00,69.00,86.00,61.00,34.00,APPROVED
TX: SAN ANTONIO,03/01/2008 21:03:00,,1800.00,767.00,221.00,121.00,70.00,83.00,62.00,32.00,APPROVED
TX: SAN ANTONIO,03/01/2008 23:03:00,,1783.00,768.00,218.00,120.00,69.00,84.00,61.00,33.00,APPROVED
TX: SAN ANTONIO,03/02/2008 00:03:00,,1798.00,763.00,220.00,121.00,70.00,86.00,62.00,33.00,APPROVED
TX: SAN ANTONIO,03/02/2008 01:03:00,,1806.00,753.00,220.00,122.00,67.00,82.00,63.00,32.00,APPROVED
TX: SAN ANTONIO,03/02/2008 02:04:00,,1821.00,760.00,216.00,119.00,67.00,82.00,60.00,32.00,APPROVED
TX: SAN ANTONIO,03/02/2008 03:04:00,,1823.00,762.00,218.00,117.00,67.00,82.00,61.00,32.00,APPROVED
TX: SAN ANTONIO,03/02/2008 04:04:00,,1815.00,751.00,223.00,114.00,66.00,81.00,60.00,32.00,APPROVED
TX: SAN ANTONIO,03/02/2008 05:04:00,,1824.00,752.00,222.00,112.00,69.00,83.00,59.00,31.00,APPROVED
